Security Id,Security Code
CNOVAPETRO,533407
VMS,533427
KARMAENG,533451
DELPHIFX,533452
RUSHIL,533470
ENKEIWHEL,533477
KRIINFRA,533482
INVENTURE,533506
L&TFH,533519
YAARI,533520
TREEHOUSE,533540
BROOKS,533543
RUPA,533552
TDPOWERSYS,533553
APLLTD,533573
VASWANI,533576
PGEL,533581
LESHAIND,533602
SETUINFRA,533605
RDBRL,533608
TIJARIA,533629
ONELIFECAP,533632
FLEXITUFF,533638
UJAAS,533644
TRITURBINE,533655
INDOTHAI,533676
ESSARSHPNG,533704
APLAPOLLO,533758
GPTINFRA,533761
FERVENTSYN,533896
THOMASCOTT,533941
TERASOFT,533982
PMCFIN,534060
FUTSOL,534063
AIML,534064
RHIM,534076
MCX,534091
PYXISFIN,534109
SCHNEIDER,534139
OLPCL,534190
NBCC,534309
MTEDUCARE,534312
HEXATRADEX,534328
MAXHEIGHTS,534338
TBZ,534369
VSSL,534392
LOOKS,534422
SPECIALITY,534425
LYPSAGEMS,534532
MASL,534563
RTNINDIA,534597
SEPOWER,534598
JTLINFRA,534600
AMTL,534612
NECCLTD,534615
WAAREERTL,534618
JUPITERIN,534623
VINAYAKPOL,534639
JOINTECAED,534659
DUCON,534674
PROZONINTU,534675
SRGHFL,534680
COMCL,534691
RCRL,534708
INTELLADV,534732
SUPREMEX,534733
VIRTUALG,534741
ZUARI,534742
STEELXIND,534748
TRIOMERC,534755
CIGNITI,534758
CDG,534796
CARERATING,534804
PCJEWELLER,534809
INDUSTOWER,534816
VMART,534976
NIBE,535136
MUKTA,535204
MYSTICELE,535205
COMFINCAP,535267
SBISENSEX,535276
BMAL,535279
REPCOHOME,535322
LAKHOTIA,535387
GCMSECU,535431
NIBL,535458
KIFS,535566
SREEL,535601
SHARDA,535602
BINNYMILLS,535620
SVGLOBAL,535621
SDC,535647
JUSTDIAL,535648
OONE,535657
IFINSEC,535667
BRAHMINFRA,535693
KHOOBSURAT,535730
ORIENTCEM,535754
ABFRL,535755
IBULHSGFIN,535789
MMLF,535910
ALSL,535916
GCMCOMM,535917
KUSHAL,536170
TIGERLOGS,536264
RJBIOTECH,536456
JK AGRI,536493
FLFL,536507
TRIMURTHI,536565
PVVINFRA,536659
VCU,536672
SRGSFL,536710
ACFSL,536737
STELLAR,536738
JPOLYINVST,536773
YURANUS,536846
INTELSOFT,536868
MOM100,536960
BPCAP,536965
CPL,536974
ICICINIFTY,537007
ICICINF100,537008
ARNOLD,537069
SUNLOC,537253
RCIIND,537254
SUYOG,537259
NATHBIOGEN,537291
AGRITECH,537292
CHEMTECH,537326
TAAZAINT,537392
NETFNIF100,537483
AGRIMONY,537492
VIAANINDUS,537524
DENISCHEM,537536
POLYMAC,537573
UNISHIRE,537582
LAXMIPATI,537669
ETT,537707
KOTAKNIFTY,537708
HANSUGAR,537709
KIRANVYPAR,537750
BCP,537766
KCSL,537784
RACE,537785
MANGIND,537800
VFL,537820
PHOENIXTN,537839
RAUNAQEPC,537840
INFRONICS,537985
CPSEETF,538057
JOONKTOLL,538092
RNBDENIMS,538119
GOLDLINE,538180
SHARPINV,538212
WONDERLA,538268
GCMCAPI,538319
AFEL,538351
INCREDIBLE,538365
WESTLEIRES,538382
NAM,538395
METSL,538401
SPS,538402
MONEYBOXX,538446
WORTH,538451
QUASAR,538452
TPROJECT,538464
AMARSEC,538465
CTL,538476
TARINI,538496
YAANENT,538521
OMANSH,538537
JTAPARIA,538539
BRPL,538546
ARMAN,538556
SKIPPER,538562
ADARSH,538563
JAMESWARREN,538564
VISTARAMAR,538565
APOLLOTRI,538566
GULFOILLUB,538567
FRUTION,538568
TRIVENIENT,538569
BHANDERI,538576
TRIVIKRAMA,538579
QUANTBUILD,538596
TTIENT,538597
VISHAL,538598
TOYAMIND,538607
GAJANANSEC,538609
UNISON,538610
RTFL,538611
VRL,538634
SNOWMAN,538635
QGO,538646
PURSHOTTAM,538647
HCLTD,538652
SHARDACROP,538666
SIROHIA,538667
NAYSAA,538668
CITYONLINE,538674
NETFSENSEX,538683
SHEMAROO,538685
ULTRACAB,538706
RCCL,538707
ETIL,538708
ATISHAY,538713
SUCHITRA,538714
DHABRIYA,538715
ARYACAPM,538716
PDSMFL,538730
HANMAN,538731
VGCL,538732
STARLIT,538733
CEINSYSTECH,538734
PANACHE,538742
MUDUNURU,538743
JSHL,538765
CRANEINFRA,538770
NIYOGIN,538772
ASIACAP,538777
AKASHDEEP,538778
CIL,538786
GBFL,538787
GILADAFINS,538788
BUDGE BUDGE,538789
JETINFRA,538794
SAPPL,538795
AANCHALISP,538812
CAPPIPES,538817
MEL,538834
INTELLECT,538835
MONTECARLO,538836
JSTL,538837
PANAFIC,538860
MYMONEY,538862
AMARNATH,538863
CSL,538868
NEXUSSURGL,538874
SELLWIN,538875
GALADAFIN,538881
EMERALD,538882
MKEXIM,538890
MCLOUD,538891
OCTAL,538894
MIHIKA,538895
KANCHI,538896
SHRINIWAS,538897
DHUNTEAIND,538902
VANICOM,538918
SKILVEN,538919
VINCOFE,538920
RAFL,538921
COSYN,538922
SOFCOM,538923
NAPL,538926
KARNAVATI,538928
ABHIFIN,538935
MERCANTILE,538942
SONAL,538943
ALFL,538952
GENUSPAPER,538961
MINDACORP,538962
MERCURYLAB,538964
CONCORD,538965
WARDINMOBI,538970
GRNLAMIND,538979
TALBROSENG,538987
SAPL,538992
JAYATMA,539005
PTCIL,539006
CHENFERRO,539011
MEGRISOFT,539012
GITARENEW,539013
STARHFL,539017
BEEKAY,539018
SSPNFIN,539026
SETFBSE100,539031
FRASER,539032
TTIL,539040
SVPHOUSING,539041
AGIIL,539042
BKMINDST,539043
MANAKSTELTD,539044
MNKALCOLTD,539045
MNKCMILTD,539046
IMAGICAA,539056
INOXWIND,539083
RAJPUTANA,539090
CITL,539091
AANANDALAK,539096
HKG,539097
FILTRA,539098
ATHCON,539099
NORTHLINK,539110
SHESHAINDS,539111
SAB,539112
PML,539113
ALAN SCOTT,539115
OPCHAINS,539116
SUJALA,539117
VRLLOG,539118
JAINMARMO,539119
BFFL,539120
PALCO,539121
BODHTREE,539122
SARVOTTAM,539124
MEP,539126
VEGETABLE,539132
UFO,539141
PANTH,539143
SHIVALIK,539148
ICSL,539149
PNCINFRA,539150
ARFIN,539151
HELPAGE,539174
HAWAENG,539176
AIIL,539177
POEL,539195
AEL,539196
DEVHARI,539197
CAPFIN,539198
MOONGIPASEC,539199
SATIA,539201
GVBL,539206
GARMNTMNTR,539216
SRESTHA,539217
SAUMYA,539218
MUL,539219
MISHKA,539220
SPORTKING,539221
GROWINGTON,539222
AMBITION,539223
HCKKVENTURE,539224
RUDRA,539226
LOYAL,539227
GGPL,539228
MRSS,539229
CHEMIESYNT,539230
BALKRISHNA,539251
SCFL,539252
SURYAINDIA,539253
ADANITRANS,539254
STARDELTA,539255
AMRAFIN,539265
DRHABEEB,539267
SYNGENE,539268
PECOS,539273
MSL,539275
KAYA,539276
ALSTONE,539277
SYMBIOX,539278
ORTINLAABS,539287
AVI,539288
AURUM,539289
BINDALAGRO,539290
OZONEWORLD,539291
AKSPINTEX,539300
ARVSMART,539301
POWERMECH,539302
CANOPYFIN,539304
RAMASTEEL,539309
THINKINK,539310
UTISENSETF,539312
UTINIFTETF,539313
UNIAUTO,539314
VETO,539331
NAVKARCORP,539332
SHREEPUSHK,539334
GUJGAS,539336
WAAREE,539337
SADBHIN,539346
SALAUTO,539353
POLYSPIN,539354
PRITIKAUTO,539359
SML,539378
KRISHNACAP,539384
ACME,539391
KCL,539393
VISHALBL,539398
BELLACASA,539399
MALLCOM,539400
PJL,539401
VAL,539402
ARAMBHAN,539403
SATIN,539404
DITCO,539405
SWAGTAM,539406
GENCON,539407
NEERAJ,539409
MUZALI,539410
TEJNAKSH,539428
INDOGLOBAL,539433
BRIPORT,539434
RFSL,539435
COFFEEDAY,539436
IDFCFIRSTB,539437
BEARDSELL,539447
INDIGO,539448
IGCIL,539449
SHK,539450
ARYAVAN,539455
TFSL,539468
PANORAMA,539469
SHREEGANES,539470
GTV,539479
LICNETFN50,539480
PARIKSHA,539481
LICNETFSEN,539487
TFLL,539488
GARBIFIN,539492
ADHARSHILA,539493
SMARTFIN,539494
RAJKOTINV,539495
ADCON,539506
QUINT,539515
HDFCNIFETF,539516
SXETF,539517
UDAYJEW,539518
MAYUKH,539519
NAVIGANT,539521
GROVY,539522
ALKEM,539523
LALPATHLAB,539524
SCTL,539526
CREATIVE,539527
AAYUSH,539528
ELITECON,539533
LUXIND,539542
VALLEY,539543
ABHIINFRA,539544
APOORVA,539545
BNL,539546
NH,539551
FMEC,539552
DDIL,539559
REMLIFE,539561
AARNAV,539562
ACEWIN,539570
SIPTL,539584
SHIVA,539593
MISHTANN,539594
JSLHISAR,539597
ORACLECR,539598
KEL,539599
CHAMAK,539600
BLUECLOUDS,539607
AINFRA,539620
BCLENTERPR,539621
AARCOM,539632
PRECAM,539636
BVL,539637
TEAMLEASE,539658
VIDLI,539659
BESTAGRO,539660
ACEMEN,539661
BFLAFL,539662
QUICKHEAL,539678
KAPILRAJ,539679
GANGAPHARM,539680
DAL,539681
SESL,539682
SHIVKAMAL,539683
KPEL,539686
IFINSER,539692
HILIKS,539697
GOKULAGRO,539725
FREDUN,539730
SIMBHALS,539742
RELICAB,539760
MODCL,539762
MNIL,539767
LICNFNHGP,539784
PDMJEPAPER,539785
HCG,539787
KDML,539788
UMIYA,539798
BHARATWIRE,539799
CHDCHEM,539800
INFIBEAM,539807
LELAVOIR,539814
MUDRA,539819
BALGOPAL,539834
SUPERIOR,539835
RPEL,539837
FRANKLIN,539839
LANCER,539841
NINSYS,539843
EQUITAS,539844
HALDER,539854
THYROCARE,539871
BAJAJHCARE,539872
UJJIVAN,539874
RSDFIN,539875
CROMPTON,539876
PILANIINVS,539883
DARSHANORNA,539884
PARAGMILK,539889
MADHAVIPL,539894
KOCL,539910
SNIM,539911
NAGARFERT,539917
SEIL,539921
LIKHAMI,539927
MIL,539938
YASHCHEM,539939
MAXVIL,539940
ICICINV20,539945
BAZELINTER,539946
JLL,539947
TAALENT,539956
MGL,539957
ZEAL,539963
QUESS,539978
DIGJAMLTD,539979
ICICIMCAP,539980
ASYL,539982
HUIL,539984
TITAANIUM,539985
COMSYN,539986
CFEL,539991
LLOYDSTEEL,539992
KPL,539997
LTI,540005
EASTWEST,540006
BSLSENETFG,540008
COLORCHIPS,540023
ADVENZYMES,540025
LAHL,540026
PTIL,540027
DBL,540047
SPAL,540048
BIGBLOC,540061
GOLDENCREST,540062
ECS,540063
FRETAIL,540064
RBLBANK,540065
AMS,540066
SHIVAEXPO,540072
BLS,540073
MITSU,540078
SPRAYKING,540079
NARAYANI,540080
RSTL,540082
SPICY,540084
VISCO,540097
TIAANC,540108
LTTS,540115
GNA,540124
RADHIKAJWE,540125
SIIL,540132
ICICIPRULI,540133
IISL,540134
ARCFIN,540135
HPL,540136
SAGARSOFT,540143
DRA,540144
VALIANTORG,540145
ACML,540146
SHASHIJIT,540147
BINDALEXPO,540148
MHEL,540150
DIKSAT,540151
ENDURANCE,540153
IDFSENSEXE,540154
PURPLE,540159
SUPRAP,540168
PNBHOUSING,540173
SOUTHERNIN,540174
REGENCY,540175
VBL,540180
SALEM,540181
FRANKLININD,540190
LKPSEC,540192
OSIAJEE,540198
CMBL,540199
SFL,540203
EIKO,540204
AVL,540205
TMRVL,540210
SIFL,540211
TCIEXP,540212
LAURUSLABS,540222
NEWLIGHT,540243
VSL,540252
MTPL,540254
SHANGAR,540259
GLCL,540266
DHANVARSHA,540268
SKL,540269
RAIDEEPIND,540270
PRICOLLTD,540293
CFL,540310
JITFINFRA,540311
SUERYAAKNI,540318
TANVI,540332
RMC,540358
PARMAX,540359
LLFICL,540360
DANUBE,540361
RADIOCITY,540366
DMART,540376
IFL,540377
ONTIC,540386
SMLT,540393
CHEMCRUX,540395
MANOMAY,540396
MAXIMUS,540401
MANAS,540402
CLEDUCATE,540403
PRIMEFRESH,540404
OCEANIC,540405
OCTAWARE,540416
SHANKARA,540425
ESCORP,540455
PARMSILK,540467
KMSMEDI,540468
STARLENT,540492
SCHAND,540497
KANUNGO,540515
MEERA,540519
HUDCO,540530
PSPPROJECT,540544
BGJL,540545
YUG,540550
VARIMAN,540570
STARCEMENT,540575
RIDDHICORP,540590
HEOFDG1126,540591
HEOFDD1126,540592
HEOFRG1126,540593
HEOFRD1126,540594
TEJASNET,540595
ERIS,540596
GTPL,540602
AUBANK,540611
ICICILOVOL,540612
GEL,540613
GGENG,540614
7NR,540615
BHAGYAPROP,540621
HEOFDG1100,540634
HEOFDD1100,540635
HEOFRG1100,540636
HEOFRD1100,540637
SALASAR,540642
GANGESSEC,540647
PALASHSEC,540648
AVADHSUGAR,540649
MAGADHSUGAR,540650
JIGAR,540651
CTCL,540652
SINTEXPLAST,540653
GSTL,540654
UTINEXT50,540669
SIS,540673
COCHINSHIP,540678
SMSLIFE,540679
KIOCL,540680
CHOTHANI,540681
SMRUTHIORG,540686
ABCAPITAL,540691
APEX,540692
SHISHIND,540693
ANG,540694
DWL,540695
DIXON,540699
BRNL,540700
DCAL,540701
LASA,540702
PROCLB,540703
MATRIMONY,540704
RELHOME,540709
CAPACITE,540710
SAGAR,540715
ICICIGI,540716
PQIF,540717
AKM,540718
SBILIFE,540719
DIAMONDYD,540724
SHAREINDIA,540725
TTFL,540726
POOJA,540727
SAYAJIIND,540728
VANTABIO,540729
MEHAI,540730
IRIS,540735
SGRL,540737
STL,540738
GODREJAGRO,540743
MASFIN,540749
IEX,540750
GICRE,540755
KAARYAFSL,540756
SCPL,540757
TIINDIA,540762
NAM-INDIA,540767
MAHLOG,540768
NIACL,540769
IFGLEXPOR,540774
KHADIM,540775
5PAISA,540776
HDFCLIFE,540777
NIVBDDP,540778
NIVBDGP,540779
NIVBDP,540780
NIVBGP,540781
SBRANDS,540782
SHARIKA,540786
ICICIB22,540787
ASPIRA,540788
DNAMEDIA,540789
DYNAMIC,540795
RATNABHUMI,540796
SHALBY,540797
FSC,540798
MRCEXIM,540809
DML,540811
SADHNA,540821
VITESSE,540823
ASTRON,540824
CHANDRIMA,540829
RITHWIKFMS,540843
JFL,540850
7SEASL,540874
APOLLO,540879
NEWGEN,540900
PRAXIS,540901
AMBER,540902
TIRUFOAM,540904
SRUSTEELS,540914
AML,540923
GALAXYSURF,540935
GGL,540936
MEDICO,540937
GUJHYSPIN,540938
LAL,540952
KENVI,540953
IWP,540954
TDSL,540955
BHATIA,540956
SHIVAMILLS,540961
ASTERDM,540975
YSL,540980
KTINDF4RG,540981
KTINDF4RD,540982
KTINDF4DG,540983
KTINDF4DD,540984
KANCOTEA,541005
ANGEL,541006
HGINFRA,541019
EIS,541053
AXISCBD1D,541068
AXISCBDGG,541069
AXISCBDPD,541070
AXISCBGPG,541071
INFLAME,541083
BPLPHARMA,541096
SHREESHAY,541112
ACFL,541133
BDL,541143
ACTIVE,541144
RIDINGS,541151
GOYALALUM,541152
BANDHANBNK,541153
HAL,541154
KBCGLOBAL,541161
SANDHAR,541163
YASHO,541167
BENARA,541178
ISEC,541179
MIDHANI,541195
LEX,541196
OBCL,541206
TRL,541228
LEMONTREE,541233
CHEMFABALKA,541269
HARDWYN,541276
DLCL,541299
ORIENTELEC,541301
DHRUV,541302
AKSHAR,541303
INDOUS,541304
ICICI500,541313
INDOSTAR,541336
MILEFUR,541337
UHZAVERI,541338
PARVATI,541347
MEGASTAR,541352
INNOVATORS,541353
SHWL,541358
ZIMLAB,541400
AFFORDABLE,541402
DOLLAR,541403
NGIL,541418
PALMJEWELS,541444
WAA,541445
ADANIGREEN,541450
UNICK,541503
SOLARA,541540
RITES,541556
FINEORG,541557
VARROC,541578
RAJNISH,541601
STRAEXPO,541633
RAWEDGE,541634
IPRU3143,541672
IPRU3144,541673
IPRU9345,541674
IPRU9346,541675
TCNSBRANDS,541700
SUPERSHAKT,541701
ASHNI,541702
GFIL,541703
HDFCAMC,541729
VIVANTA,541735
TINNATFL,541741
CREDITACC,541770
AMINTAN,541771
DEEP,541778
SMEL,541799
IPRU3168,541804
IPRU3169,541805
IPRU9370,541806
IPRU9371,541807
ICICINXT50,541809
ASRL,541865
SPACEINCUBA,541890
SGIL,541929
RANJEET,541945
IRCON,541956
SKYGOLD,541967
SETFSN50,541972
MACH,541973
MANORAMA,541974
INNOVATIVE,541983
NIOSAG,541984
NIOSAD,541985
NIOSADG,541986
NIOSADD,541987
AAVAS,541988
GENERAAGRI,541999
DCL,542002
GRSE,542011
AAL,542012
DOLFIN,542013
SHUBHAM,542019
AKI,542020
SUNRETAIL,542025
SMGOLD,542034
VIVIDM,542046
BCPL,542057
ATGL,542066
NETRIPPLES,542117
PHOSPHATE,542123
MAN50ETF,542131
TECHNOE,542141
RONI,542145
SKIFL,542146
DGL,542155
ARYAN,542176
NIVAKA,542206
DALBHARAT,542216
ABSLNN50ET,542230
NILASPACES,542231
SRD,542232
TREJHARA,542233
AXISCCDID,542244
AXISCCDGG,542245
AXISCCDPD,542246
AXISCCGPG,542247
DECCAN,542248
AXITA,542285
KPIGLOBAL,542323
HIKLASS,542332
RPSGVENT,542333
SPENCER,542337
GLOSTERLTD,542351
XELPMOC,542367
SPACAPS,542376
AARSHYAM,542377
RITCO,542383
CHALET,542399
ANMOL,542437
JONJUA,542446
KRANTI,542459
ANUP,542460
ARVINDFASN,542484
UTISXN50,542513
AIHL,542524
AGOL,542579
AARTECH,542580
HBEL,542592
MSTC,542597
ROOPSHRI,542599
CHANDNIMACH,542627
NSL,542628
RVNL,542649
METROPOLIS,542650
KPITTECH,542651
POLYCAB,542652
VRFILMS,542654
VIKASLIFE,542655
NEOGEN,542665
GKP,542666
WORL,542667
EVANS,542668
BMW,542669
AEPL,542670
MAHESH,542677
CHCL,542678
DEL,542679
HARISH,542682
PPL,542684
DGCONTENT,542685
PARSHVA,542694
ARL,542721
EARUM,542724
SBC,542725
INDIAMART,542726
CPML,542727
SKIEL,542728
DCMNVL,542729
ICICIBANKN,542730
NETFSNX150,542747
AFFLE,542752
SEACOAST,542753
ICICIBANKP,542758
SPANDANA,542759
SWSOLAR,542760
ALPHALOGIC,542770
NOVATEOR,542771
IIFLWAM,542772
IIFLSEC,542773
APMFINVEST,542774
MISQUITA,542801
GALACTICO,542802
ELLORATRAD,542803
NIESSPJ,542804
NIESSPI,542805
NIESSPB,542806
NIESSPO,542807
NIESSPC,542808
NIESSPP,542809
NIESSPA,542810
NIESSPG,542811
FLUOROCHEM,542812
NIEHSPA,542813
NIEHSPB,542814
NIEHSPC,542815
NIEHSPF,542816
NIEHSPI,542817
NIEHSPK,542818
NIEHSPM,542819
NIEHSPN,542820
IRCTC,542830
NIESSPD,542836
NIESSPE,542837
NIESSPF,542838
NIEHSPD,542839
NIESSPH,542840
NIEHSPE,542841
NIESSPK,542842
NIEHSPG,542843
NIEHSPH,542844
NIEHSPJ,542845
NIEHSPL,542846
NIESSPL,542847
NIESSPM,542848
NIESSPN,542849
GOBLIN,542850
GENSOL,542851
VISHWARAJ,542852
GREENPANEL,542857
SHAHLON,542862
ABSLBANETF,542863
MOUNT,542864
ANUROOP,542865
JSGLEASING,542866
CSBBANK,542867
UJJIVANSFB,542904
SHIL,542905
EASUN,542906
PRINCEPIPE,542907
ASSAMENT,542911
GIANLIFE,542918
ARTEMISMED,542919
SUMICHEM,542920
ICICIM150,542921
MANXT50ETF,542922
JANUSCORP,542924
BIRLATYRES,542932
UNIVPHOTO,542933
CBPL,542934
ICLORGANIC,542935
OCTAVIUSPL,542938
SUVENPHAR,543064
SMAUTO,543065
SBICARD,543066
08MPD,543144
08ADR,543145
08MPR,543146
08AMD,543147
08AMR,543148
08BPB,543149
08GPG,543150
08ABB,543151
08QPD,543152
08AGG,543153
08QPR,543154
08AQD,543155
08DPD,543156
08AQR,543168
08DPR,543169
08ADD,543170
ROJL,543171
COSPOWER,543172
11DPR,543173
11GPG,543174
11MPD,543175
11MPR,543176
11QPD,543177
11QPR,543178
11ADD,543179
11ADR,543180
11AGG,543181
11AMD,543182
11AMR,543183
11AQD,543184
11AQR,543185
11DPD,543186
POWERINDIA,543187
DJML,543193
NATURAL,543207
BHARTIA,543208
BILLWIN,543209
AARTISURF,543210
BONLON,543211
BOROLTD,543212
ROSSARI,543213
NDRAUTO,543214
SBGLP,543218
ICICIALPLV,543219
MAXHEALTH,543220
ICICITECH,543221
MAXINDIA,543223
HBANKETF,543224
UTIBANKETF,543226
HAPPSTMNDS,543227
ROUTE,543228
SAMRATFORG,543229
ADVAIT,543230
ADL,543231
CAMS,543232
CHEMCON,543233
SECMARK,543234
ANGELONE,543235
ATAM,543236
MAZDOCK,543237
UTIAMC,543238
GMPL,543239
LIKHITHA,543240
VGIL,543241
HEMIPROP,543242
EQUITASBNK,543243
SHINEFASH,543244
GLAND,543245
MAESGETF,543246
BURGERKING,543248
TARC,543249
RVHL,543251
FAIRCHEMOR,543252
BECTORFOOD,543253
AWHCL,543254
INFRABEES,543255
RFLL,543256
IRFC,543257
INDIGOPNTS,543258
HOMEFIRST,543259
STOVEKRAFT,543260
MRP,543262
SMCGLOBAL,543263
NURECA,543264
RAILTEL,543265
HERANBA,543266
DAVANGERE,543267
MTARTECH,543270
JUBLINGREA,543271
EASEMYTRIP,543272
KMEW,543273
SUUMAYA,543274
ANURAS,543275
CRAFTSMAN,543276
LXCHEM,543277
KALYANKJIL,543278
SURYODAY,543279
NAZARA,543280
SUVIDHAA,543281
BARBEQUE,543283
EKI,543284
RCAN,543285
JETMALL,543286
LODHA,543287
DEEPIND,543288
MAFANG,543291
ICICIPHARM,543292
IWEL,543297
VINEETLAB,543298
SHYAMMETL,543299
SONACOMS,543300
NAVODAYENT,543305
DODLA,543306
KIMS,543308
ADESHWAR,543309
TIMESGREEN,543310
IPL,543311
FOCUS,543312
GRINFRA,543317
CLEAN,543318
AAPLUSTRAD,543319
ZOMATO,543320
TATVA,543321
GLS,543322
MAFSETF,543323
GCSL,543324
ROLEXRINGS,543325
ICICIFMCG,543326
EXXARO,543327
KRSNAA,543328
WINDLAS,543329
DEVYANI,543330
MOL,543331
MFL,543332
CARTRADE,543333
NUVOCO,543334
APTUS,543335
CHEMPLASTS,543336
SHARPLINE,543341
AASHKA,543346
AXISTECETF,543347
AXISHETF,543348
AMIORG,543349
VIJAYA,543350
POBS,543352
AXISCETF,543357
SANSERA,543358
PREVEST,543363
MTCL,543364
MASPTOP50,543365
SBLI,543366
PARAS,543367
GETALONG,543372
SVRL,543373
ABSLAMC,543374
PROMAX,543375
SAMOR,543376
ADISHAKTI,543377
ICICICONSU,543383
NYKAA,543384
FINOPB,543386
SJS,543387
DSPNEWETF,543388
SIGACHI,543389
POLICYBZR,543390
SGFRL,543391
PAYTM,543396
SAPPHIRE,543397
LATENTVIEW,543398
TARSONS,543399
OMNIPOTENT,543400
GOCOLORS,543401
DMR,543410
HITECH,543411
STARHEALTH,543412
TEGA,543413
MAHKTECH,543414
ANANDRATHI,543415
ZODIAC,543416
RATEGAIN,543417
SHRIRAMPPS,543419
JETFREIGHT,543420
MAPMYINDIA,543425
METROBRAND,543426
MEDPLUS,543427
DATAPATTNS,543428
HPAL,543433
SUPRIYA,543434
CLARA,543435
MONQ50,543437
DSPQ50ETF,543438
BRANDBUCKT,543439
DSPN50ETF,543440
CMSINFO,543441
ICICISENSX,555555
TATAMTRDVR,570001
FELDVR,570002
JISLDVREQS,570004
SCAPDVR,570005
KARURVYSYA,590003
TIDEWATER,590005
AMRUTANJAN,590006
XPROINDIA,590013
HISARMET,590018
BHARATRAS,590021
EASTSILK,590022
FACT,590024
GINNIFILA,590025
SPIC,590030
DENORA,590031
KAVVERITEL,590041
SAKSOFT,590051
SALONACOT,590056
EQUIPPP,590057
ANDHRSUGAR,590062
IMPAL,590065
KCP,590066
KHAITANLTD,590068
RADAAN,590070
SUNDARMFIN,590071
SUNDRMBRAK,590072
WHEELS,590073
LAMBODHARA,590075
MAITHANALL,590078
LOHIASEC,590082
ORISSAMINE,590086
NIFTYBEES,590103
JUNIORBEES,590104
BANKBEES,590106
KOTAKPSUBK,590107
PSUBNKBEES,590108
SHARIABEES,590109
QNIFTY,590110
MOM50,590115
ASHIKACR,590122
MADRASFERT,590134
KOTAKBKETF,590136
SETFNIFBK,590137
SETFNIF50,590138
VISVENL-RE,750687
SHIVAM-RE,750688
BNRSEC-RE,750689
BEARD-RE,750690
HASJUICE,780014
WEBSL,780016
ADHIRAJ,780018
